iter	MultiClass
697	0.07763987506
698	0.0775707162
699	0.07747270108
700	0.07731221815
701	0.07724051795
702	0.07703442934
703	0.07686811536
704	0.07678458685
705	0.07652283922
706	0.07629391802
707	0.07624335385
708	0.07606651964
709	0.0759225123
710	0.07573182572
711	0.07560824361
712	0.07555004789
713	0.07542349818
714	0.0753459056
715	0.07529971738
716	0.07513153772
717	0.07496479627
718	0.07472118962
719	0.07468026026
720	0.07452276052
721	0.07444197891
722	0.07424821929
723	0.0740775163
724	0.0740056959
725	0.07391700549
726	0.0738638841
727	0.07366346655
728	0.07334416842
729	0.07323596176
730	0.07317636161
731	0.07293316512
732	0.07257087293
733	0.07247571679
734	0.07233510066
735	0.072140181
736	0.07209811679
737	0.07184699268
738	0.07175627947
739	0.07154312264
740	0.07140127911
741	0.0713647526
742	0.07123460558
743	0.07094238448
744	0.07077562383
745	0.07063858962
746	0.07035671474
747	0.07017503242
748	0.0699733547
749	0.06989253185
750	0.06981045497
751	0.06977339468
752	0.0696679142
753	0.06956884933
754	0.06950717898
755	0.06935740953
756	0.06920881856
757	0.06904924077
758	0.06897906581
759	0.06889539946
760	0.06874399764
761	0.06856587023
762	0.06844053808
763	0.06841573734
764	0.06831184821
765	0.06821226903
766	0.06815988235
767	0.06799673577
768	0.06767262963
769	0.06743899354
770	0.06735219797
771	0.06731145485
772	0.06716580468
773	0.06706636488
774	0.06698583523
775	0.06674241645
776	0.06662609279
777	0.06655825479
778	0.06651103057
779	0.06647169347
780	0.06617132588
781	0.06612205322
782	0.06599670647
783	0.06590271413
784	0.06583053973
785	0.06560361979
786	0.06554945693
787	0.06546837701
788	0.06526589356
789	0.06521620835
790	0.06500565308
791	0.06492401721
792	0.06484031058
793	0.06471930266
794	0.06450934675
795	0.06436555796
796	0.06431941178
797	0.06421615521
798	0.06400437462
799	0.06393671022
800	0.06390745287
801	0.06376101513
802	0.06366780724
803	0.0635209279
804	0.06348565398
805	0.06343671332
806	0.06331802285
807	0.06319212333
808	0.06298696937
809	0.06288219493
810	0.06282729802
811	0.06275305154
812	0.06265236823
813	0.06254437929
814	0.06237221339
815	0.06233756972
816	0.06229531753
817	0.06223956214
818	0.06216090558
819	0.06201531411
820	0.06188245188
821	0.06163131825
822	0.06157153659
823	0.06152132473
824	0.06145159578
825	0.06138174621
826	0.06129480759
827	0.06112891741
828	0.06105152201
829	0.06094533371
830	0.0607280698
831	0.06049247734
832	0.06037669828
833	0.06024241473
834	0.06011365364
835	0.05998822114
836	0.05994984488
837	0.05984434298
838	0.05969406826
839	0.05957848833
840	0.05941619676
841	0.05932908129
842	0.05915842339
843	0.05899235966
844	0.0588068882
845	0.05859157888
846	0.05851272785
847	0.05842744965
848	0.05825499537
849	0.05820499045
850	0.05816857217
851	0.05808066019
852	0.05802625971
853	0.05798264512
854	0.0579211857
855	0.05779467503
856	0.05775678018
857	0.05767382355
858	0.05760295654
859	0.05752932158
860	0.05734440667
861	0.05722734281
862	0.0570872482
863	0.0569688439
864	0.05692303202
865	0.05682637976
866	0.05669972504
867	0.05667405763
868	0.05652199509
869	0.05644940395
870	0.05635682517
871	0.05630783897
872	0.05616278764
873	0.05602042603
874	0.05598253146
875	0.05596169355
876	0.05585497838
877	0.05578689996
878	0.05569986305
879	0.05556817027
880	0.05552630357
881	0.05534203636
882	0.05517304196
883	0.0550938485
884	0.05501815191
885	0.05493683192
886	0.05477920689
887	0.05471179632
888	0.05465108816
889	0.05463869097
890	0.05449562086
891	0.05445304668
892	0.05438014449
893	0.05432910334
894	0.05421002906
895	0.054147422
896	0.05409112843
897	0.05397641418
898	0.05394085056
899	0.05388463432
900	0.05384228511
901	0.05374827077
902	0.05372029302
903	0.05365561365
904	0.05362523288
905	0.05350450962
906	0.05344328044
907	0.05337488483
908	0.053212181
909	0.05301139944
910	0.05295456718
911	0.05284336376
912	0.05264486623
913	0.05258344835
914	0.05244765542
915	0.05233465312
916	0.05228870035
917	0.05217891
918	0.05213673529
919	0.05206121251
920	0.05192394786
921	0.05184742453
922	0.05182998217
923	0.05180799409
924	0.05161531587
925	0.05148523118
926	0.05146229494
927	0.05141611365
928	0.0513660252
929	0.05126162688
930	0.05119413849
931	0.05112967221
932	0.05096528047
933	0.0508840102
934	0.05081691465
935	0.05074251487
936	0.05069475381
937	0.05062411168
938	0.05049652108
939	0.05036932333
940	0.05023343289
941	0.05013749837
942	0.05010202624
943	0.05002029308
944	0.04990533659
945	0.04986112494
946	0.04969766948
947	0.04957849278
948	0.04950291105
949	0.04937750068
950	0.04933456187
951	0.04929510731
952	0.04924532494
953	0.04914660058
954	0.04911282634
955	0.04898213829
956	0.04894532235
957	0.04888795352
958	0.0488471333
959	0.04876728535
960	0.04867022445
961	0.04857399297
962	0.04848711892
963	0.04844206555
964	0.04837391264
965	0.04827079944
966	0.0482318302
967	0.0481346952
968	0.04804199245
969	0.04794173462
970	0.04785260037
971	0.04775518955
972	0.04770352283
973	0.04768430002
974	0.04764921352
975	0.04760597977
976	0.04756502819
977	0.04750866012
978	0.04739230747
979	0.04729610322
980	0.04723955496
981	0.04718638912
982	0.04703094119
983	0.0469614212
984	0.04685629825
985	0.04679550089
986	0.04670248744
987	0.0466306076
988	0.04657471306
989	0.04647071004
990	0.0464302979
991	0.04634738245
992	0.04621002434
993	0.04612009045
994	0.04608188976
995	0.04600478879
996	0.04595579614
997	0.04590959087
998	0.04579173871
999	0.04577314899
